num_cultural_spaces,id
5,3432500200.0
16,1563102435.0
20,3959400710.0
14,8682300890.0
1,4385700765.0
26,5149300200.0
0,9323600060.0
4,9273200140.0
3,9542300320.0
6,770000045.0
21,6979900390.0
3,6379500159.0
107,826079094.0
4,8856940060.0
0,2972300060.0
2,3575200070.0
2,8146100270.0
126,8648200030.0
6,208500160.0
6,1196003428.0
7,5104450990.0
281,3343901234.0
3,226039214.0
147,1623300160.0
1,2205500575.0
5,4040800810.0
64,2612000390.0
182,3814400125.0
13,7300400060.0
3,1954700695.0
78,7230200340.0
0,3191000240.0
9,1139000069.0
28,5693500270.0
15,686500030.0
4,8731901940.0
1,2688100071.0
14,2423069155.0
9,2329500260.0
72,2608300030.0
3,1494300060.0
17,7504101230.0
5,8081020370.0
4,1446800511.0
169,1623049062.0
9,6145601000.0
4,205000520.0
10,3885805935.0
14,7852020640.0
5,6838800140.0
1,4083305445.0
4,7855801610.0
1,7940700260.0
1,8854100350.0
11,4365200860.0
363,3904980030.0
8,7843500070.0
2,6067900060.0
8,7202340960.0
3,1786640070.0
5,259600260.0
8,7234600903.0
4,4307350200.0
8,3276930400.0
1,4045100075.0
2,1421069208.0
33,4057300200.0
20,1922059135.0
20,5014600240.0
34,1565900070.0
155,3121059033.0
7,6799300270.0
12,2021200370.0
8,726049190.0
116,726049190.0
0,4006000251.0
2,3362400640.0
6,1610000016.0
4,7376300060.0
4,7300200550.0
0,2061100570.0
0,8856890200.0
2,8731951670.0
4,4037200075.0
10,5066400483.0
26,4167300310.0
2,8682262400.0
1,8682262400.0
68,6777800160.0
2,1402950550.0
169,2843200070.0
10,6450303785.0
14,9429500045.0
3,1443300140.0
2,108000127.0
7,1081300200.0
33,8818900060.0
13,3395050060.0
1,7197350070.0
2,9510900270.0
5,3905081070.0
1,2322069114.0
1,5637500070.0
3,4164100160.0
15,4136890260.0
104,3056800160.0
8,3654800200.0
309,2296500036.0
1,623069068.0
4,1865820370.0
8,1723049033.0
2,2359300030.0
62,6403310060.0
12,1937300270.0
164,4137050060.0
14,2310000240.0
15,3955900830.0
4,8665050060.0
0,3330500875.0
2,3327020400.0
11,1250700060.0
1,4039300400.0
8,6665800060.0
48,7504110030.0
35,7805450810.0
12,8802400416.0
113,6204400270.0
127,9536602080.0
11,3826000070.0
219,5101405335.0
170,2349300060.0
10,7749500370.0
12,2436701200.0
2,7871500070.0
174,3323500030.0
3,2110200036.0
16,510002519.0
26,1387300070.0
9,9465910070.0
3,2324800070.0
2,1962200435.0
15,8562890700.0
3,3298700946.0
9,880000189.0
0,643500030.0
1,8566100200.0
39,4298100240.0
3,3275780030.0
73,8648220270.0
5,1923000160.0
4,7574910860.0
119,2296500136.0
34,3278600710.0
12,2460700260.0
7,3188100400.0
1,9406520830.0
53,3387900390.0
3,1596600024.0
124,7625701891.0
138,3224800075.0
2,7526800200.0
26,3329530200.0
3,2115200125.0
0,6623400135.0
2,103000116.0
4,2768301525.0
2,739980260.0
42,4302200695.0
16,1431700370.0
0,7524000030.0
50,4046500320.0
76,4325000125.0
0,3456000160.0
71,9297301580.0
6,2465400036.0
3,5412200270.0
0,1109000390.0
136,8730000270.0
15,7937600830.0
4,3395070640.0
27,8663280160.0
2,6151800624.0
137,8594400370.0
47,2301400640.0
35,4441300240.0
16,7714000070.0
190,3432500486.0
13,5466420030.0
4,
22,2768301715.0
8,3332000135.0
0,65000400.0
66,8820901670.0
33,8712100575.0
15,6116500341.0
169,4167300030.0
1,2925059135.0
33,7708300140.0
170,4139430340.0
4,3812400070.0
11,9455200445.0
49,6203000160.0
33,7517500611.0
4,8691300860.0
405,5489200435.0
9,510002065.0
2,252000400.0
7,7279300070.0
0,8113101670.0
0,7578200310.0
3,7715800570.0
14,6852700478.0
33,1917300260.0
5,4298100070.0
17,1842000140.0
11,5462100240.0
2,8651520510.0
4,3578110200.0
1,7555210340.0
2,2313900510.0
5,2009001600.0
4,1455100116.0
9,3629790160.0
5,1778350070.0
2,1703050200.0
64,5469700570.0
53,100600860.0
168,421049116.0
8,3205200640.0
14,8899200570.0
21,1777500160.0
3,7853340860.0
9,1862400132.0
91,6380500135.0
17,9528104108.0
11,2571910160.0
10,316000160.0
3,2695600505.0
2,3904910320.0
189,4100000140.0
6,3226049270.0
5,1455600030.0
160,5559600140.0
1,5147600105.0
4,7437100570.0
33,8856004730.0
5,3856902996.0
107,1442800370.0
2,8001400340.0
6,3131200640.0
4,984000710.0
82,4167300350.0
88,2826049282.0
10,8946750030.0
17,461004720.0
7,7852090810.0
222,9264960340.0
13,1624079104.0
11,4310700570.0
36,1254200075.0
12,7214820030.0
4,865100055.0
2,686201000.0
3,342000570.0
18,5476200160.0
5,7199320570.0
12,6414100560.0
0,1623049214.0
188,2379300340.0
15,7701990560.0
3,2025700860.0
26,8562500200.0
72,8143100350.0
53,37000335.0
0,1862900350.0
1,1498302774.0
0,2224700136.0
36,7697920160.0
7,1370804430.0
78,2267000160.0
2,5700004028.0
13,8682231170.0
12,3353400860.0
14,2424059035.0
148,2021201000.0
5,3919000030.0
6,789000550.0
3,5104511040.0
11,7215722010.0
1,16000435.0
5,7197300105.0
93,2877101031.0
93,2892600016.0
31,2423020270.0
12,1825079070.0
8,5255710160.0
122,723069135.0
2,2024059094.0
4,7613700860.0
49,2771101200.0
23,7625704510.0
1,1762600260.0
3,2553300030.0
2,5309101200.0
17,5416300240.0
11,3756600240.0
14,8127700445.0
235,9421500070.0
9,9477710160.0
83,1795500240.0
5,7203220260.0
10,3524039204.0
4,5706200060.0
31,7283900012.0
9,809001070.0
17,3340401535.0
169,1607100139.0
9,8699800060.0
13,524069037.0
18,6072600200.0
77,5144000036.0
14,7855300200.0
0,2485000202.0
7,9209900270.0
5,6099400030.0
190,9368700223.0
13,1782000160.0
64,269001360.0
64,390100060.0
7,7888400560.0
0,7567600045.0
0,7764200030.0
12,9828202545.0
1,6114600030.0
11,9834200885.0
17,9834200885.0
8,3509600070.0
2,2473002080.0
0,1081300370.0
291,11501160.0
30,7202330370.0
8,7000100631.0
0,2484200171.0
391,9477201040.0
46,7202290160.0
6,4366700140.0
2,5457300478.0
7,9158100116.0
15,7227500830.0
109,7237500390.0
37,2197600451.0
4,3278604400.0
1,1788700160.0
4,3276930270.0
0,7374600060.0
5,2505500030.0
7,2770604942.0
9,7831800505.0
170,5416510060.0
6,4137010260.0
25,7683800200.0
7,1509500160.0
4,3904940200.0
7,4037200295.0
13,7258200055.0
0,9178600560.0
175,255520260.0
3,751000060.0
16,3343900326.0
11,7137900320.0
4,2641800060.0
4,293760310.0
31,7237501180.0
6,5332200550.0
9,3450300240.0
1,9352900695.0
9,3324069070.0
15,8062900070.0
88,8062900070.0
9,4427100030.0
2,4039100400.0
11,2171400126.0
37,7135520810.0
344,2475201180.0
9,4024100951.0
9,6021502830.0
0,7710100083.0
12,2781270550.0
3,200510060.0
29,9554200105.0
208,3320000810.0
110,643500060.0
4,2537500140.0
8,5112800421.0
3,3352402236.0
0,3905100520.0
134,6332940070.0
15,809002435.0
7,3797000295.0
2,1775801260.0
78,4055701200.0
3,7137960030.0
26,7880010060.0
5,3797001920.0
6,3901100055.0
15,8069000075.0
13,1541700240.0
8,6064800710.0
3,1865810060.0
1,7533800295.0
2,5415300060.0
159,3876100320.0
3,1247600105.0
11,3705900238.0
8,3876200070.0
17,4388000140.0
95,3523029041.0
12,3110800260.0
47,3131201290.0
5,1117200390.0
12,8956000350.0
10,7853210140.0
6,3250500140.0
1,2767601375.0
37,9465910320.0
9,3334000055.0
13,7893800335.0
3,3586500700.0
4,3630180400.0
31,3210950510.0
0,1224069074.0
50,7625700935.0
4,7856610200.0
8,7287100135.0
136,1023059324.0
165,6398000171.0
32,6149700350.0
37,9558020890.0
2,2624049185.0
20,236400260.0
0,3826000560.0
3,7011201245.0
5,9222400510.0
46,9455200570.0
46,2112700030.0
4,8658300260.0
0,3996900160.0
343,5561400340.0
36,11900140.0
14,6071600340.0
10,1231000510.0
106,1231000510.0
0,7683800192.0
78,4123400340.0
7,5458300685.0
13,194000505.0
14,3885804305.0
2,3971700560.0
130,8585400135.0
6,8691500990.0
2,2770606685.0
1,8856971000.0
14,1026049082.0
18,2095800400.0
0,7852030240.0
67,6321000045.0
8,3751600030.0
1,4046500510.0
0,8029520240.0
59,7016310030.0
2,1238500451.0
7,4401150070.0
85,3331000070.0
3,2636900126.0
11,1842900030.0
9,1761300310.0
9,5249800729.0
3,5104511600.0
8,8663370060.0
5,613400030.0
38,6004510240.0
12,1450100070.0
1,6117501820.0
9,6117501820.0
0,5420300240.0
115,4140900140.0
2,1630700135.0
1,5166700055.0
158,3224600310.0
0,7227802030.0
50,226059078.0
1,1796100140.0
2,5309100140.0
17,8658300510.0
11,8691300060.0
1,9103000393.0
4,8682281170.0
84,472000055.0
0,2473400570.0
159,3449500135.0
8,1926049355.0
3,8650000070.0
12,8732131200.0
3,1624079051.0
48,993001629.0
8,3832711040.0
1,5244801230.0
1,2798600240.0
85,5701800030.0
8,7636800041.0
100,3904901200.0
2,4109600055.0
5,3339400349.0
18,7202340370.0
4,9477500060.0
14,4310701600.0
230,2215450060.0
10,2919702075.0
0,8079030350.0
171,7893804340.0
8,4389200765.0
2,1822069116.0
7,7276100282.0
17,567000392.0
11,5729200030.0
36,8682220390.0
0,9828700200.0
4,7852180560.0
0,3655400060.0
0,7955030060.0
3,8964800445.0
0,6204410200.0
7,7625702400.0
0,5113200310.0
66,7893802800.0
4,2473003210.0
38,1402600570.0
7,8944460030.0
30,2473480560.0
17,3365900465.0
3,5341600030.0
61,6073500160.0
33,2025760160.0
3,9393700140.0
9,5458800125.0
5,2492200435.0
0,3759500046.0
21,8648220260.0
6,6392001670.0
2,2026049155.0
115,2329800240.0
7,3380900125.0
3,1324079041.0
7,8682230550.0
0,853400240.0
2,2130702075.0
3,3260810260.0
9,2878600200.0
6,7298040310.0
173,766000240.0
4,3459700340.0
5,2473251180.0
15,2407900200.0
9,
0,203600140.0
14,4037800140.0
354,1683600240.0
48,1962200036.0
373,1775800510.0
0,1822350070.0
18,7772400160.0
4,273900030.0
7,3323069084.0
9,4337000160.0
42,9126100550.0
11,5101405274.0
96,4232400860.0
365,2723069082.0
10,7436500270.0
0,5153200030.0
9,4022900125.0
0,7841300505.0
136,573000685.0
2,8961990160.0
77,1250202255.0
269,7234600796.0
15,3630180340.0
1,5104450070.0
25,9477100060.0
46,4139440830.0
365,6772200055.0
0,8731982190.0
3,6300000335.0
6,9301300751.0
22,9542100135.0
38,8691410700.0
5,217500135.0
6,3731800055.0
15,7234600786.0
80,2423059104.0
68,1823039205.0
5,2423020260.0
8,2695600070.0
13,6844703240.0
10,3904940070.0
1,1939130070.0
3,5589300370.0
3,3526039116.0
7,6821600390.0
11,1925069082.0
129,8100400160.0
0,5556300102.0
172,7222000393.0
7,9407001860.0
15,
6,3295950240.0
14,3905000340.0
78,3374300070.0
22,7812800310.0
3,7015200685.0
3,3521069051.0
8,8032700140.0
15,6117500320.0
53,7305300045.0
1,922069139.0
4,84000335.0
4,9232400055.0
3,1453600202.0
1,3904910520.0
4,5469300270.0
108,8681660060.0
12,3902300350.0
105,6392003490.0
8,3342700465.0
6,2592210160.0
1,616000160.0
6,1687000270.0
3,4102000075.0
1,8078460550.0
5,2710600070.0
3,37000435.0
23,5100401414.0
0,5631500254.0
10,8567300140.0
10,98000060.0
3,2205500400.0
5,1726069084.0
3,8682291840.0
125,5003600240.0
15,5636000400.0
4,3298700125.0
9,7880000060.0
105,7811200310.0
15,5255690160.0
9,869700320.0
5,6052401631.0
16,5089700260.0
41,9473200105.0
32,6678900140.0
8,9552700550.0
9,2171400218.0
22,9122001231.0
12,6639900012.0
21,8151601090.0
9,6664900260.0
1,7663700030.0
2,952000055.0
6,4292300024.0
3,8073000550.0
17,9238450160.0
168,6127600036.0
83,1370801331.0
18,3500100226.0
131,319500570.0
10,3751604974.0
5,7852030320.0
238,2481630070.0
17,4299000030.0
5,3886902590.0
5,9178601000.0
4,2861100030.0
196,9471200370.0
4,625049286.0
15,133000135.0
34,7214700830.0
13,4473400045.0
10,9413600350.0
12,1138010520.0
4,7431500341.0
9,8830400135.0
9,5694000710.0
4,1951820070.0
8,6137500320.0
7,6703100070.0
6,339350070.0
86,7399300860.0
115,8907500070.0
86,8651430560.0
14,2228900270.0
300,2228900270.0
100,6880200030.0
0,7227501170.0
188,7504460200.0
2,1559900200.0
2,546000400.0
32,1596600060.0
28,6021501920.0
37,3275860270.0
84,5457300703.0
13,2919700885.0
5,1951500030.0
12,9550200310.0
123,3630120700.0
9,3630120700.0
17,6370000070.0
4,7935000125.0
4,3034200058.0
9,2856102336.0
64,2523039239.0
9,5452800310.0
2,2724069070.0
2,6690500320.0
10,2413301070.0
2,1562100030.0
14,7941140070.0
8,1703050520.0
13,2412600030.0
14,5266300140.0
0,11520030.0
3,7202290140.0
40,8161010060.0
10,8562900710.0
7,8888000055.0
12,3395800295.0
9,5557320030.0
6,2909300640.0
273,5202500030.0
16,5561300640.0
1,3449900030.0
1,952003435.0
2,6204200340.0
4,1737100830.0
7,2207200520.0
16,3818400060.0
0,9264960560.0
126,6362900172.0
0,9272200810.0
2,3629160060.0
3,4324200060.0
1,3830620710.0
0,3276900030.0
10,4058800830.0
37,6202600070.0
8,8581200030.0
3,2771601940.0
1,2214800270.0
7,7312000240.0
90,8562890560.0
1,4136930310.0
3,1328330350.0
403,5255690060.0
3,402000260.0
7,7787110060.0
10,8651580310.0
5,3705000060.0
7,7525410060.0
6,3295700060.0
7,8121500060.0
2,3728800320.0
1,6003501535.0
44,2621750340.0
38,3445000274.0
17,3288200030.0
11,4188000640.0
2,2558730070.0
59,7923500060.0
4,8016300030.0
2,3629920830.0
25,4054510270.0
18,2864600105.0
8,8165500830.0
55,4395600060.0
15,4444800045.0
5,1115300270.0
3,5363200200.0
0,6067900640.0
5,4279200060.0
7,3425059222.0
136,5253300397.0
0,1769600204.0
2,1176001195.0
0,1239400570.0
1,6071600270.0
4,1311100520.0
4,1402200070.0
5,1419700270.0
8,5126900310.0
5,8816400885.0
16,5412100550.0
184,7203000465.0
8,1862900160.0
2,984220240.0
44,4458800060.0
78,1138000160.0
11,9406520550.0
8,7852160070.0
5,7214700160.0
8,2483700160.0
1,1972201820.0
2,9477000060.0
0,7932000041.0
15,1231000520.0
3,7522500070.0
3,4215250310.0
7,5560000070.0
0,1545804460.0
0,9510970310.0
78,98030160.0
33,7853300070.0
94,934300140.0
45,1245001820.0
11,1974200060.0
37,7300410060.0
