School-High,School-Elementary,School-Alternative,School-Junior High/Middle,School-College or University,School-K-12,School-Other Facility
0.980736395887153,0.13067287123617358,2.019209760922882,1.7306590174137295,3.606699348230422,2.525320765979851,2.668726889573372
0.885230090275305,0.2458915090086622,0.5596681809702747,0.6289854385603377,1.6218224672084194,1.3000716309121607,1.9483180649971925
0.5108686202664938,0.11168925886268302,1.2365711099602361,1.2365711099602361,1.0056890026830736,2.114384095484224,3.8695940673097327
1.3700534727117546,1.0514160660825058,2.4016424390715625,1.2230253496074792,2.736724028183423,7.962913102562449,4.791047574182269
0.7016894092641949,0.7145874907366148,0.7018002211095651,1.2982863661553068,4.346268101864526,4.555319523918986,5.231646771008399
3.185430689450075,1.648138498631454,1.6085085397533148,2.648419582753949,4.744899948434636,3.3095076007448183,4.489198381962467
1.4094197702054256,0.6909567807954391,1.2978737548765142,1.461275886853087,4.8111285156838814,1.1375319877075092,1.0413739637656532
0.7952778004111929,0.4010547593941654,1.9933804202029033,0.9240321919736951,1.5277949297820532,1.4312560170961588,2.328024350414493
1.1164227424000277,0.33935240852780585,0.9143087942204825,0.8201727702108582,2.1023855646798153,5.804513652435229,3.1860740703247865
0.748412572755268,0.509874420878259,7.621145335417106,1.4709852115428144,7.7628248449558654,8.771636545496714,0.45140689973815706
0.6350256213360299,0.18972117915750208,0.32722356740509856,0.6217139710242019,1.163659765012812,6.683945985702083,4.150359657407612
0.4425207830600773,0.24086956269145982,0.5250367055788682,0.529170075253648,1.9973151600295023,3.2480358769774273,4.212870858919891
0.5487461533776702,1.0254889235583966,1.057151562083775,1.8264759283922525,1.765857707309567,1.945674359829263,3.5372934894292456
0.6630285936243379,0.967075856726526,0.6632280403061942,1.356148230786552,4.563957382400874,4.832676955529004,5.240985801455466
0.9798370980731977,0.25712067021596013,0.7876827729374041,1.9995792542458506,2.027089761091942,5.8843884434272775,3.8498396313054073
0.6144184185372088,0.6236165930257472,0.998506977232893,0.72066359341667,1.9344986335716032,5.371115610632745,2.1279140333095627
0.7043446267938617,1.6397546167370953,0.7790524183783845,4.924621483803004,8.01188807085372,5.784723261400482,5.800737617968937
1.6422111152445247,0.1496188544874966,0.36674973107971665,0.5577147284123686,1.2219292563905884,3.843643667423627,2.9147210411325646
0.44678142685546995,0.1764449834554115,4.03847467968965,1.2103526056356602,0.9737805110040404,4.2640704028888115,0.39769241254810633
0.5684310018422951,0.24279192391027202,1.0899720230072716,0.5972479527726883,3.8428682703928514,0.2973901092526482,0.694031290910574
0.9200749062012822,0.9645686845012712,0.5115371106409186,0.5115371106409186,0.4450315825963764,2.935583628972008,3.441687967491222
1.6188433075755024,0.21196841824244267,2.564930544409658,0.4737058679651942,3.6972988088468854,3.2892196300698946,2.7822367257025062
1.0712915808376675,0.31955714362873444,2.9799151767246075,0.7770315596520853,0.9534342651382296,4.544436329332821,2.4716527917382356
0.8288790575215177,0.6590140817547103,1.5826173292750305,2.009491601322412,2.7822499193618833,6.289651305609817,1.3678182638338945
1.6673582950926242,0.3099387501448741,1.1480750358991576,1.2577705001449129,3.0432495691542742,5.707844926494048,0.40152322686827524
0.3687616485524608,0.3071013983362877,3.872211392315652,0.870517189850168,1.0080014289460462,3.957161709140829,0.45958728460252424
