X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,LONG_CEN,LAT_CEN,SCH_CLASS,DISTRICT,PIN,MAJOR,MINOR,FEATUREDES,OSPI_CODE
-122.380189329391555,47.552573227257326,218,1108,478384,School-Elementary,Fairmount Park Elementary School,Fairmount Park,3800 SW Findlay St,98126,-122.38019132,47.55257146,10,SEATTLE,9396700035,939670,0035,School-Elementary,3518
-122.163815420902139,47.575547120567158,219,6600668,95,School-Alternative,Puesta Del Sol Elementary,Puesta Del Sol,3810 132nd Ave SE,98006,-122.16381726,47.57554499,10,BELLEVUE,1024059056,102405,9056,School-Alternative,3224
-122.349050466606201,47.654757386266709,220,840,12312,School-Elementary,B.F. Day Elementary School,B.F. Day,3921 Linden Ave N,98103,-122.349052,47.65475562,10,SEATTLE,1931301145,193130,1145,School-Elementary,3717
-122.309937674878668,47.653790553079318,221,10000019,13927,School-Alternative,Ida B. Wells School of Social Justice,Ida B. Wells ,3923 Okanogan Ln NE,98195,-122.30993921,47.65378872,10,SEATTLE,1625049001,162504,9001,School-Alternative,0
-122.281981381772894,47.546321409000825,222,1039,486395,School-Junior High/Middle,Aki Kurose Middle School,Aki Kurose,3928 S Graham St,98118,-122.2819834,47.54631951,10,SEATTLE,3332501090,333250,1090,School-Junior High/Middle,3774
-121.810231070147637,47.523301974463806,223,759,21152,School-Elementary,Snoqualmie Elementary School,Snoqualamie,39801 SE Park St,98065,-121.81023275,47.52329927,10,SNOQUALMIE VALLEY,3224089084,322408,9084,School-Elementary,2288
-122.030799345756975,47.613404104153688,224,6600693,12220,School-Alternative,Renaissance School of Art and Reasoning,Renaissance,400 228th Ave NE,98074,-122.03080092,47.61340173,10,LAKE WASHINGTON,3425069021,342506,9021,School-Alternative,
-122.301826638182945,47.605129183779333,225,1064,762595,School-High,James A. Garfield High School,Garfield,400 23rd Ave,98122,-122.30182839,47.60512732,10,SEATTLE,6840701230,684070,1230,School-High,2306
-121.779266208842046,47.49404415248695,226,594,903935,School-Elementary,North Bend Elementary School,North Bend,400 E 3rd St,98045,-121.77926792,47.49404147,10,SNOQUALMIE VALLEY,1023089192,102308,9192,School-Elementary,2287
-122.211888511057566,47.481746077965546,227,683,12193,School-High,Renton High School,Renton,400 S 2nd St,98057,-122.21189082,47.48174404,10,RENTON,0007200060,000720,0060,School-High,2475
-122.305312281419134,47.655257071445966,228,1346,13871,School-College or University,University of Washington-HUB,UW-HUB,4001 E Stevens Way NE,98195,-122.30531381,47.65525523,10,SEATTLE,1625049001,162504,9001,School-College or University,0
-122.305308302219004,47.655259864859211,229,2746,13871,School-College or University,University of Washington,UW,4001 E Stevens Way NE,98195,-122.30530983,47.65525802,10,SEATTLE,1625049001,162504,9001,School-College or University,0
-122.32531490330561,47.707977675845584,230,6600228,839232,School-Alternative,Middle College High School at Northgate Mall,Middle College at Northgate,401 NE Northgate Way,98125,-122.3253162,47.70797589,10,SEATTLE,2926049285,292604,9285,School-Alternative,1547
-122.328621302922045,47.46653633794994,231,6600612,755358,School-Other Facility,Highline Performing Arts Center,Highline Arts,401 S 152nd St,98148,-122.32862371,47.46653449,10,HIGHLINE,2023049020,202304,9020,School-Other Facility,0
-122.234563995280823,47.308616715659696,232,17,39,School-High,West Auburn High School,West Auburn,401 W Main St,98001,-122.23456728,47.30861474,10,AUBURN,4463400005,446340,0005,School-High,2702
-122.282828219771176,47.360311541698749,233,438,680003,School-Elementary,Star Lake Elementary School,Star Lake,4014 S 270th St,98032,-122.28283122,47.36030966,10,FEDERAL WAY,2722049112,272204,9112,School-Elementary,3160
-122.390220252446596,47.656590323168842,234,1376,429769,School-Elementary,Lawton Elementary School,Lawton,4017 26th Ave W,98199,-122.39022178,47.65658863,10,SEATTLE,0369000400,036900,0400,School-Elementary,2183
-122.340653568292225,47.485656261897226,235,1197,149,School-Elementary,Hazel Valley Elementary School,Hazel Valley,402 SW 132nd St,98146,-122.34065587,47.48565443,10,HIGHLINE,1823049087,182304,9087,School-Elementary,2699
-122.223237614327758,47.573723106792919,236,6600383,9273,School-Elementary,Northwood Elementary School,Northwood,4030 86th Ave SE,98040,-122.22323949,47.57372111,10,MERCER ISLAND,1824059006,182405,9006,School-Elementary,0
-122.28460862468097,47.70707457558084,237,1086,273294,School-Elementary,John Rogers Elementary School,John Rogers ,4030 NE 109th St,98125,-122.28460993,47.7070727,10,SEATTLE,2726049114,272604,9114,School-Elementary,2975
-122.284815613715793,47.334218228773999,238,5,17,School-Elementary,Camelot Elementary School,Camelot,4041 S 298th St,98001,-122.28481876,47.33421635,10,FEDERAL WAY,0321049061,032104,9061,School-Elementary,3547
-122.283385029216603,47.565905912395856,239,2327,474750,School-Elementary,Hawthorne Elementary School,Hawthorne,4100 39th Ave S,98118,-122.28338696,47.56590402,10,SEATTLE,7950302375,795030,2375,School-Elementary,4248
-122.38454613169209,47.565039528326523,240,436,464131,School-High,St. Christopher Academy,St. Christopher,4100 SW Genesee St,98116,-122.38454806,47.56503777,20,SEATTLE,0952002655,095200,2655,School-High,0
-122.384546050051398,47.565036787397446,241,1000,464131,School-High,Seattle Lutheran High School,Seattle Lutheran,4100 SW Genesee St,98116,-122.38454798,47.56503503,20,SEATTLE,0952002655,095200,2655,School-High,0
-122.223751842570053,47.572647464254523,242,6600342,194254,School-Other Facility,Mot Office Building,Mot,4120 86th Ave SE,98040,-122.22375373,47.57264546,10,MERCER ISLAND,1824059045,182405,9045,School-Other Facility,0
-122.231106969250121,47.571633252160446,243,559,192040,School-Elementary,West Mercer Elementary School,West Mercer,4141 81st Ave SE,98040,-122.23110886,47.57163127,10,MERCER ISLAND,9365700100,936570,0100,School-Elementary,3433
-122.385019313250183,47.565419699107949,244,994,470501,School-Elementary,Holy Rosary School,Holy Rosary,4142 42nd Ave SW,98116,-122.38502124,47.56541795,20,SEATTLE,0952002500,095200,2500,School-Elementary,0
-122.35352779574346,47.713917067819963,245,1130,12392,School-Elementary,Christ the King School,Christ the King,415 N 117th St,98133,-122.35352907,47.71391534,20,SEATTLE,6140100225,614010,0225,School-Elementary,0
-122.22347413047595,47.571351180768538,246,6600344,192046,School-Other Facility,Administration Center-Mercer Island,Admin,4160 86th Ave SE,98040,-122.22347602,47.57134918,10,MERCER ISLAND,1824059005,182405,9005,School-Other Facility,0
-122.235136941810666,47.384492572406899,247,6600671,891662,School-College or University,Green River College - Kent Campus,GRC,417 Ramsay Way ,98032,-122.2351398,47.38449059,10,KENT,7142000000,714200,0000,School-College or University,0
-121.987510185727572,47.223105306720761,248,6600382,392659,School-Junior High/Middle,Thunder Mountain Middle School,Thunder Mountain,42018 264th Ave SE,98022,-121.98751297,47.22310338,10,ENUMCLAW,1320069010,132006,9010,School-Junior High/Middle,4550
-122.279108990447895,47.550660146513813,249,1041,481274,School-Elementary,St. Edward School,St. Edward,4212 S Mead St,98118,-122.27911099,47.55065824,20,SEATTLE,3330501325,333050,1325,School-Elementary,0
-122.037559367893948,47.646722702148956,250,654,12138,School-Elementary,Louisa May Alcott School,Louisa May Alcott,4213 228th Ave NE,98053,-122.03756079,47.64672037,10,LAKE WASHINGTON,1625069113,162506,9113,School-Elementary,0
-122.279995567493273,47.474660489212596,251,1272,21155,School-High,Foster High School,Foster,4242 S 144th St,98168,-122.27999793,47.47465858,10,TUKWILA,1523049108,152304,9108,School-High,2848
-122.278973669212249,47.34422985449072,252,15,27,School-High,Thomas Jefferson High School,Thomas Jefferson,4248 S 288th St,98001,-122.27897676,47.34422796,10,FEDERAL WAY,3422049027,342204,9027,School-High,3584
-122.137869768566972,47.570166542329602,253,174,97,School-Elementary,Eastgate Elementary School,Eastgate,4255 153rd Ave SE,98006,-122.13787162,47.57016436,10,BELLEVUE,2203500575,220350,0575,School-Elementary,3036
-122.201029845080384,47.690055151473572,254,467,8626,School-Junior High/Middle,Kirkland Middle School,Kirkland,430 18th Ave,98033,-122.20103118,47.69005313,10,LAKE WASHINGTON,1245000676,124500,0676,School-Junior High/Middle,2308
-122.03775896978334,47.648683735816924,255,6600691,1008082,School-Alternative,Tesla STEM High School,Tesla STEM,4301 228th Ave NE,98053,-122.03776038,47.6486814,10,LAKE WASHINGTON,1625069020,162506,9020,School-Alternative,
-122.222444775777774,47.568912468714984,256,556,9279,School-Elementary,St. Monica Catholic School,St. Monica,4320 87th Ave SE,98040,-122.22244668,47.56891047,20,MERCER ISLAND,3622500126,362250,0126,School-Elementary,0
-122.388497409093716,47.540252240892301,257,1164,483969,School-Elementary,Gatewood Elementary School,Gatewood,4320 SW Myrtle St,98136,-122.38849945,47.54025048,10,SEATTLE,4315700020,431570,0020,School-Elementary,2139
-122.328025098318165,47.436971658652993,258,6600459,132,School-Alternative,Big Picture Schools,Big Picture,440 S 186th St,98148,-122.32802767,47.43696982,20,HIGHLINE,3223049094,322304,9094,School-Alternative,0
-122.278121386312307,47.326812847786449,259,10,20,School-Junior High/Middle,Kilo Middle School,Kilo,4400 S 308th St,98001,-122.27812457,47.32681096,10,FEDERAL WAY,1021049002,102104,9002,School-Junior High/Middle,3701
-122.388242993163118,47.315975647291609,260,331,2379,School-Elementary,Twin Lakes Elementary School,Twin Lakes,4400 SW 320th St,98023,-122.38824624,47.31597397,10,FEDERAL WAY,1121039098,112103,9098,School-Elementary,3628
-122.276642984026722,47.468377444383705,261,1335,21159,School-Elementary,Thorndyke Elementary School,Thorndyke,4415 S 150th St,98188,-122.27664538,47.46837553,10,TUKWILA,0042000280,004200,0280,School-Elementary,3635
-122.385069119183356,47.56342006603937,262,6600655,833797,School-Elementary,Hope Lutheran School,Hope Lutheran,4456 42nd Ave SW,98116,-122.38507106,47.56341831,20,SEATTLE,0952005960,095200,5960,School-Elementary,0
-122.277847917251222,47.662197684822132,263,876,345476,School-Elementary,Laurelhurst Elementary School,Laurelhurst,4530 46th Ave NE,98105,-122.27784942,47.66219579,10,SEATTLE,5364200330,536420,0330,School-Elementary,2437
-121.733821804750619,47.469475353661416,264,6600547,24368,School-Other Facility,Camp Waskowitz,Camp Waskowitz,45505 SE 150th St,98045,-121.73382325,47.46947301,10,SNOQUALMIE VALLEY,2423089040,242308,9040,School-Other Facility,0
-122.274957070989103,47.474828796575231,265,2325,21156,School-Junior High/Middle,Showalter Middle School,Showalter,4628 S 144th St,98168,-122.27495943,47.47482688,10,TUKWILA,1523049108,152304,9108,School-Junior High/Middle,2564
-122.11740532377614,47.561938071610548,266,347,100,School-Elementary,Cougar Ridge Elementary School,Cougar Ridge,4630 167th Ave SE,98006,-122.1174072,47.56193584,10,ISSAQUAH,1324059077,132405,9077,School-Elementary,4375
-122.274086217557624,47.474340816528404,267,6600240,21157,School-Other Facility,Administration Center-Tukwila,Admin,4640 S 144th St,98168,-122.27408858,47.4743389,10,TUKWILA,1523049108,152304,9108,School-Other Facility,0
-122.331522079829853,47.66346760702973,268,2193,334273,School-Elementary,The Meridian School,Meridian,4649 Sunnyside Ave N,98103,-122.33152358,47.66346581,20,SEATTLE,0825049102,082504,9102,School-Elementary,0
-121.714742500692893,47.47362797265189,269,6600677,24465,School-Junior High/Middle,Twin Falls Middle School,Twin Falls,46910 SE Middle Fork Rd,98045,-121.71474378,47.47362566,10,SNOQUALMIE VALLEY,1823099046,182309,9046,School-Junior High/Middle,5135
-122.155368173840529,47.558991364803376,270,178,101,School-High,Forest Ridge School of the Sacred Heart,Forest Ridge High,4800 139th Ave SE,98006,-122.15537008,47.55898921,20,BELLEVUE,2224059005,222405,9005,School-High,0
-122.155877696009043,47.559117048884907,271,6600353,242530,School-Junior High/Middle,Forest Ridge School of the Sacred Heart,Forest Ridge,4800 139th Ave SE,98006,-122.15587961,47.5591149,20,BELLEVUE,2224059005,222405,9005,School-Junior High/Middle,0
-122.271995335096037,47.52390925878786,272,6600334,525468,School-Elementary,South Shore K-8 School,South Shore,4800 S Henderson St,98118,-122.27199745,47.52390734,10,SEATTLE,2123700250,212370,0250,School-Elementary,0
-122.336795403386262,47.66391362180368,273,854,12407,School-Elementary,St. Benedict School,St. Benedict,4811 Wallingford Ave N,98103,-122.3367969,47.66391184,20,SEATTLE,4083800835,408380,0835,School-Elementary,0
-122.348348584779274,47.664791539624808,274,6600664,325960,School-Elementary,KapKa Cooperative School,KapKa Coop,4918 Linden Ave N,98103,-122.34835007,47.66478978,20,SEATTLE,9521100946,952110,0946,School-Elementary,0
-122.318895863373527,47.558126299921085,275,913,499517,School-Elementary,Maple Elementary School,Maple,4925 Corson Ave S,98108,-122.31889783,47.55812445,10,SEATTLE,3869400560,386940,0560,School-Elementary,2353
-121.911207694634072,47.651511932724183,276,269,157,School-Elementary,Carnation School,Carnation,4950 Tolt Ave,98014,-121.91120898,47.65150946,10,RIVERVIEW,1625079060,162507,9060,School-Elementary,2485
-122.162160285651439,47.280782850964592,277,19,787661,School-High,Auburn Adventist Academy High School,Auburn Adventist,5000 Auburn Way S,98092,-122.16216372,47.28078071,20,AUBURN,2721059042,272105,9042,School-High,0
-122.27345397069044,47.663725760489363,278,880,12406,School-Elementary,Villa Academy School,Villa Academy,5001 NE 50th St,98105,-122.27345546,47.66372386,20,SEATTLE,1025049038,102504,9038,School-Elementary,0
-122.222175997800036,47.267764164876425,279,2191,59,School-High,Auburn Riverside High School,Riverside,501 Oravetz Rd SE,98092,-122.22217951,47.26776216,10,AUBURN,6655000026,665500,0026,School-High,4474
-122.220037716924253,47.557787652784754,280,2133,185598,School-High,Northwest Yeshiva High School,NW Yeshiva,5017 90th Ave SE,98040,-122.22003967,47.55778564,20,MERCER ISLAND,4351300740,435130,0740,School-High,0
-122.149227529204794,47.614794299901391,281,203,114407,School-Junior High/Middle,Odle Middle School,Odle,502 143rd Ave NE,98007,-122.14922918,47.61479216,10,BELLEVUE,8839900080,883990,0080,School-Junior High/Middle,3631
-122.222677042749453,47.310647014644871,282,6600629,37,School-Other Facility,Auburn Adminstrative Annex,Admin Annex,502 4th St NE,98002,-122.22268031,47.31064501,10,AUBURN,1821059082,182105,9082,School-Other Facility,0
-122.1264256207415,47.557004640105021,283,6600354,243456,School-Junior High/Middle,Hillside Student Community School,Hillside ,5027 159th Pl SE,98006,-122.12642752,47.55700242,20,ISSAQUAH,2324059028,232405,9028,School-Junior High/Middle,0
-122.223041775814906,47.294018297601546,284,50,48,School-Elementary,Holy Family Catholic School,Holy Family Catholic,505 17th St SE,98002,-122.22304514,47.29401629,20,AUBURN,1921059018,192105,9018,School-Elementary,0
-122.268549805245499,47.545789879424461,285,1026,495696,School-Elementary,Graham Hill Elementary School,Graham Hill,5149 S Graham St,98118,-122.26855182,47.54578796,10,SEATTLE,1102000138,110200,0138,School-Elementary,3378
-122.356817783262386,47.649761973524043,286,10000024,839162,School-College or University,Washington Academy of Languages,WA Academy of Languages,521 Wall St,98121,-122.35681934,47.64976022,20,SEATTLE,0697000064,069700,0064,School-College or University,0
-122.195493459976319,47.656546726318275,287,10000030,8639,School-High,Puget Sound Adventist Academy,Adventist Academy,5320 108th Ave NE,98033,-122.19549495,47.65654469,20,LAKE WASHINGTON,1725059198,172505,9198,School-High,0
-122.222704743585965,47.553751856343709,288,542,9280,School-Elementary,Island Park Elementary School,Island Park,5437 Island Crest Way,98040,-122.22270671,47.55374985,10,MERCER ISLAND,1924059040,192405,9040,School-Elementary,3162
-122.007960674096623,47.187076061981607,289,298,207,School-Junior High/Middle,Enumclaw Middle School,Enumclaw Middle,550 Semanski St S,98022,-122.00796261,47.1870746,10,ENUMCLAW,2620069020,262006,9020,School-Junior High/Middle,4210
-122.31390990800918,47.5523015362919,290,905,490884,School-Alternative,Grover Cleveland STEM High School,Grover Cleveland,5511 15th Ave S,98108,-122.3139119,47.55229968,10,SEATTLE,7549802085,754980,2085,School-Alternative,2392
-122.195782235657944,47.6575002005915,291,6600168,35858,School-College or University,Northwest University,Northwest University,5520 108th Ave NE,98033,-122.19578372,47.65749816,10,LAKE WASHINGTON,1725059203,172505,9203,School-College or University,0
-122.04537611957835,47.536629313660477,292,358,2415,School-Elementary,Issaquah Valley Elementary School,Issaquah Valley,555 NW Holly St,98027,-122.04537808,47.5366269,10,ISSAQUAH,2824069012,282406,9012,School-Elementary,3673
-122.36223892748535,47.670177740730523,293,903,12307,School-Elementary,West Woodland Elementary School,West Woodland,5601 4th Ave NW,98107,-122.36224039,47.67017601,10,SEATTLE,2768000375,276800,0375,School-Elementary,2142
-122.264083028105532,47.31943164631592,294,7,33,School-Elementary,Evergreen Heights Elementary School,Evergreen Heights,5602 S 316th St,98001,-122.26408625,47.31942973,10,AUBURN,1121049022,112104,9022,School-Elementary,3745
-122.26135948147973,47.333844812592474,295,6600283,692199,School-Elementary,Meredith Hill Elementary School,Meredith Hill,5830 S 300th St  ,98001,-122.26136263,47.33384289,10,FEDERAL WAY,0221049149,022104,9149,School-Elementary,4480
-122.259132135213164,47.468914133582956,296,6600241,21158,School-Elementary,Tukwila Elementary School,Tukwila,5939 S 149th St,98168,-122.25913453,47.4689122,10,TUKWILA,3597000120,359700,0120,School-Elementary,3488
-122.362138345222007,47.548622146645833,297,882,498220,School-Alternative,Louisa Boren STEM K-8 School,Louisa Boren,5950 Delridge Way SW,98106,-122.36214035,47.54862035,10,SEATTLE,3438501230,343850,1230,School-Alternative,0
-122.351090838088027,47.548517950692812,298,892,786088,School-College or University,South Seattle College,South Seattle College,6000 16th Ave SW,98106,-122.35109284,47.54851614,10,SEATTLE,6171900005,617190,0005,School-College or University,0
-122.138310180729306,47.662113284341345,299,612,568273,School-Elementary,Benjamin Rush Elementary School,Benjamin Rush,6101 152nd Ave NE,98052,-122.1383116,47.66211114,10,LAKE WASHINGTON,1125059014,112505,9014,School-Elementary,0
-122.325165841967817,47.484421306745311,300,1268,152,School-Elementary,Cedarhurst Elementary School,Cedarhurst,611 S 132nd St,98168,-122.32516815,47.48441945,10,HIGHLINE,1446403320,144640,3320,School-Elementary,2926
-122.392119311483043,47.673499232957113,301,895,324373,School-Elementary,Adams Elementary School,Adams,6110 28th Ave NW,98107,-122.39212076,47.67349756,10,SEATTLE,6658000060,665800,0060,School-Elementary,2138
-122.341454382648891,47.496424495944012,302,1201,831172,School-High,New Start High School,New Start,614 SW 120th St,98146,-122.34145662,47.49642266,10,HIGHLINE,0723049248,072304,9248,School-High,0
-122.235302790220317,47.296466322930108,303,6600519,47,School-Other Facility,Auburn Maint/Ops/Trans Center,Auburn MOT,615 15th St SW,98001,-122.23530614,47.29646435,10,AUBURN,2421049097,242104,9097,School-Other Facility,0
-122.306013618881195,47.596920381326079,304,1191,452159,School-Elementary,Giddens School,Giddens,620 20th Ave S,98144,-122.30601541,47.59691852,20,SEATTLE,3319501965,331950,1965,School-Elementary,0
-122.220143552895962,47.274525984026234,305,6600534,57,School-Junior High/Middle,Mt. Baker Middle School,Mt. Baker,620 37th St SE,98002,-122.22014703,47.27452397,10,AUBURN,3021059031,302105,9031,School-Junior High/Middle,4462
-122.22965822294546,47.385692644716642,306,6600644,616921,School-Junior High/Middle,Mill Creek Middle School,Mill Creek,620 Central Ave N,98032,-122.22966108,47.38569065,10,KENT,5385600005,538560,0005,School-Junior High/Middle,5016
-122.262934305906228,47.673652549481858,307,979,834819,School-Elementary,Sand Point School,Sand Point,6208 60th Ave NE,98115,-122.26293576,47.67365063,10,SEATTLE,1125049134,112504,9134,School-Elementary,5205
-122.262930247622833,47.67365260040652,308,6600699,834819,School-Elementary,Sand Point Elementary School,Sand Point,6208 60th Ave NE,98115,-122.2629317,47.67365068,10,SEATTLE,1125049134,112504,9134,School-Elementary,
-122.154148685553523,47.616168557320442,309,163,98414,School-Elementary,Cedar Park Christian International School,Cedar Park Christian Intl,625 140th Ave NE,98005,-122.15415033,47.61616643,20,BELLEVUE,3425059003,342505,9003,School-Elementary,0
-122.324894010748707,47.319597874591118,310,90,2375,School-Elementary,Mirror Lake Elementary School,Mirror Lake,625 S 314th St,98003,-122.32489723,47.31959607,10,FEDERAL WAY,0821049035,082104,9035,School-Elementary,3159
-122.253278464043404,47.492453199251933,311,1306,506131,School-Elementary,Campbell Hill Elementary School,Campbell Hill,6418 S 124th St,98178,-122.25328073,47.49245126,10,RENTON,1123049102,112304,9102,School-Elementary,3034
-122.10623495858529,47.664283130783993,312,6600647,367265,School-College or University,Lake Washington Institute of Technology Redmond Campus,Lake Washington IT,6505 176th Ave NE,98052,-122.10623634,47.66428093,10,LAKE WASHINGTON,1225059043,122505,9043,School-College or University,0
-122.324294551405828,47.596301113747337,313,6600708,978954,School-High,Puget Sound Community School,Puget Sound Comm,660 S Dearborn St,98134,-122.32429635,47.59629929,20,SEATTLE,5247802530,524780,2530,School-High,
-122.276909750932305,47.541743780547073,314,1020,833906,School-Elementary,Brighton School,Brighton,6725 45th Ave S,98118,-122.27691179,47.54174187,10,SEATTLE,3812400550,381240,0550,School-Elementary,0
-122.251689955491671,47.737058007186171,315,242,149230,School-Elementary,Arrowhead Elementary School,Arrowhead,6725 NE Arrowhead Dr,98028,-122.25169112,47.73705607,10,NORTHSHORE,1426049070,142604,9070,School-Elementary,3107
-122.373490420064712,47.541764586026829,316,6600430,490868,School-Elementary,West Seattle Elementary School,West Seattle,6760 34th Ave SW,98126,-122.37349246,47.5417628,10,SEATTLE,2524039050,252403,9050,School-Elementary,0
-122.324879704932798,47.541606869432151,317,10000025,486287,School-College or University,South Seattle College-Georgetown Campus,SSC Georgetown,6800 E Marginal Way S,98108,-122.32488174,47.54160502,10,SEATTLE,0001800137,000180,0137,School-College or University,0
-122.185188461489204,47.540390467920432,318,6600679,9370,School-Junior High/Middle,Risdon Middle School,Risdon,6928 116th Ave SE,98056,-122.18519047,47.54038838,10,RENTON,2824059127,282405,9127,School-Junior High/Middle,0
-122.308278219887143,47.625479063190838,319,949,442411,School-Elementary,St. Joseph School,St. Joseph,700 18th Ave E,98112,-122.30827988,47.62547722,20,SEATTLE,1336800825,133680,0825,School-Elementary,0
-122.02871192764438,47.522364659760747,320,355,570012,School-High,Issaquah High School,Issaquah High,700 2nd Ave SE,98027,-122.02871395,47.52236219,10,ISSAQUAH,3424069030,342406,9030,School-High,3385
-122.276180207187721,47.680639352752557,321,984,352107,School-Elementary,View Ridge Elementary School,View Ridge,7047 50th Ave NE,98115,-122.27618163,47.68063746,10,SEATTLE,7974200250,797420,0250,School-Elementary,2667
-122.323033077207697,47.625308841946477,322,2195,447371,School-College or University,Cornish College Kerry Hall,Cornish College Kerry Hall,710 E Roy St,98102,-122.32303474,47.62530702,10,SEATTLE,9831200125,983120,0125,School-College or University,0
-122.324688558539705,47.523610846425179,323,907,528808,School-Elementary,Concord International Elementary School,Concord,723 S Concord St,98108,-122.32469068,47.52360899,10,SEATTLE,7885100255,788510,0255,School-Elementary,2199
-122.304294136764469,47.626443703491056,324,937,435298,School-High,Holy Names Academy,Holy Names,728 21st Ave E,98112,-122.3042958,47.62644185,20,SEATTLE,1338800660,133880,0660,School-High,0
-122.180674206457056,47.670232371353791,325,461,8633,School-Elementary,Holy Family Parish School K-8,Holy Family Parish,7300 120th Ave NE,98033,-122.18067562,47.67023031,20,LAKE WASHINGTON,0925059018,092505,9018,School-Elementary,0
-122.376216413974859,47.536043351763077,326,6600707,493627,School-Elementary,Northwest Montessori - West Seattle,Northwest Montessori,7344 35th Ave SW,98126,-122.37621848,47.53604157,20,SEATTLE,8122100020,812210,0020,School-Elementary,
-122.282822350218723,47.685572854997005,327,961,350419,School-Elementary,Decatur Elementary School,Decatur,7711 43rd Ave NE,98115,-122.28282375,47.68557098,10,SEATTLE,6392002430,639200,2430,School-Elementary,0
-122.264935499444988,47.687792373974496,328,6600650,348145,School-High,Waldorf High School Campus,Waldorf High,7777 62nd Ave NE,98115,-122.26493689,47.68779046,20,SEATTLE,0225049062,022504,9062,School-High,0
-122.235199256651754,47.63605147785951,329,6600569,9270,School-Elementary,Bellevue Christian Three Points School,Bellevue Christian Three Points,7800 NE 28th St  ,98039,-122.23520086,47.63604951,20,BELLEVUE,2425049104,242504,9104,School-Elementary,0
-122.236419474874239,47.485495354610045,330,2744,518842,School-Alternative,Secondary Learning Center,Secondary Learning,7800 S 132nd St,98178,-122.23642177,47.48549338,10,RENTON,2144800350,214480,0350,School-Alternative,0
-122.342444800466851,47.686257597677049,331,838,12293,School-Elementary,Daniel Bagley Elementary School,Daniel Bagley,7821 Stone Ave N,98103,-122.34244619,47.68625583,10,SEATTLE,0625049048,062504,9048,School-Elementary,2450
-122.219383731274107,47.31005402651919,332,23,713208,School-High,Auburn High School,Auburn,800 4th St NE,98002,-122.21938701,47.31005201,10,AUBURN,1821059082,182105,9082,School-High,2795
-122.163251465120254,47.496353906577149,333,6600410,12187,School-Elementary,Honey Dew Elementary School,Honey Dew,800 Union Ave NE,98059,-122.16325367,47.49635175,10,RENTON,1023059007,102305,9007,School-Elementary,0
-122.300391977906258,47.686982233715689,334,6600060,345520,School-High,University Prep Academy,U Prep,8000 25th Ave NE,98115,-122.30039337,47.68698039,20,SEATTLE,1513800010,151380,0010,School-High,0
-122.233929648341999,47.616925603162791,335,139,9272,School-Elementary,Medina Elementary School,Medina,8001 NE 8th St,98039,-122.23393134,47.61692363,10,BELLEVUE,3625049008,362504,9008,School-Elementary,3436
-121.828838713787576,47.528851446980298,336,6600151,195851,School-Other Facility,Administration/Transportation,Admin,8001 SE Cedar St,98065,-121.82884041,47.52884877,10,SNOQUALMIE VALLEY,3024089020,302408,9020,School-Other Facility,0
-122.324813320970762,47.607755894934357,337,865,436176,School-High,O Dea High School,O Dea,802 Terry Ave,98104,-122.32481506,47.60775407,20,SEATTLE,5392100055,539210,0055,School-High,0
-122.231249973387321,47.720041664031932,338,503,8619,School-Junior High/Middle,Finn Hill Middle School,Finn Hill,8040 NE 132nd St,98034,-122.2312512,47.72003969,10,LAKE WASHINGTON,2426049128,242604,9128,School-Junior High/Middle,3590
-122.231249973387321,47.720041664031932,339,6600176,8619,School-Alternative,Environmental and Adventure School,Environmental and Adventure,8040 NE 132nd St ,98034,-122.2312512,47.72003969,10,LAKE WASHINGTON,2426049128,242604,9128,School-Alternative,1800
-122.030662469222634,47.521463992729821,340,6600367,2421,School-Other Facility,Transportation Center,Transportation Center,805 2nd Ave SE,98027,-122.0306645,47.52146153,10,ISSAQUAH,3424069030,342406,9030,School-Other Facility,0
-122.308533016694881,47.609577685329263,341,6600717,432207,School-Junior High/Middle,Lake Washington Girls Middle School,LWGMS,810 18th Ave,98122,-122.30853475,47.60957584,20,SEATTLE,2254502165,225450,2165,School-Junior High/Middle,
-122.167213736766897,47.676096656987852,342,487,8630,School-Elementary,Rose Hill Elementary School,Rose Hill,8110 128th Ave NE,98033,-122.16721511,47.67609457,10,LAKE WASHINGTON,0425059017,042505,9017,School-Elementary,2992
-122.335470899123266,47.689714180450437,343,839,331870,School-High,Bishop Blanchet High School,Blanchet,8200 Wallingford Ave N,98103,-122.33547228,47.6897124,20,SEATTLE,0625049002,062504,9002,School-High,0
-122.229316336266578,47.498036829339036,344,1304,12261,School-Elementary,Bryn Mawr Elementary School,Bryn Mawr,8212 S 118th St,98178,-122.22931856,47.49803484,10,RENTON,3810400035,381040,0035,School-Elementary,2439
-122.230924886498158,47.72472063907243,345,505,168003,School-Elementary,Henry David Thoreau Elementary School,Henry David Thoreau,8224 NE 138th St,98034,-122.23092609,47.72471867,10,LAKE WASHINGTON,2426049146,242604,9146,School-Elementary,0
-122.345432283416173,47.500355744059163,346,1195,12265,School-Alternative,Arts & Academics Academy,Arts & Academics Academy,830 SW 116th St,98146,-122.3454345,47.50035391,10,HIGHLINE,0723049367,072304,9367,School-Alternative,0
