X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,LONG_CEN,LAT_CEN,SCH_CLASS,DISTRICT,PIN,MAJOR,MINOR,FEATUREDES,OSPI_CODE
-122.229820544680166,47.621415301165847,347,152,988985,School-Elementary,St. Thomas School,St. Thomas,8300 NE 12th St,98039,-122.22982221,47.62141332,20,BELLEVUE,2525049106,252504,9106,School-Elementary,0
-122.160063293250317,47.525929681854727,348,6600129,744669,School-Elementary,Newcastle Elementary School,Newcastle,8400 136th Ave SE,98059,-122.16006536,47.52592753,10,ISSAQUAH,3424059034,342405,9034,School-Elementary,4592
-122.318493665246152,47.685659184927111,349,963,835351,School-Elementary,Fairview Christian School,Fairview Christian,844 NE 78th St,98115,-122.31849506,47.68565737,20,SEATTLE,2464400730,246440,0730,School-Elementary,0
-122.319914639278423,47.690617375562915,350,981,12395,School-Elementary,St. Catherine of Siena Parish School,St. Catherine ,8524 8th Ave NE,98115,-122.31991601,47.69061557,20,SEATTLE,5100400125,510040,0125,School-Elementary,0
-122.270910513098741,47.525672369179453,351,6600237,927161,School-High,South Lake High School,South Lake,8601 Rainier Ave S,98118,-122.27091262,47.52567045,10,SEATTLE,2123700250,212370,0250,School-High,3778
-122.265858930919919,47.524071807061659,352,1035,530959,School-High,Rainier Beach High School,Rainier Beach,8815 Seward Park Ave S,98118,-122.26586105,47.52406988,10,SEATTLE,3524049149,352404,9149,School-High,3327
-122.288004194126017,47.611182809716958,353,1081,443601,School-Elementary,St. Therese Catholic Academy,St. Therese,900 35th Ave,98122,-122.28800592,47.61118093,20,SEATTLE,9184700280,918470,0280,School-Elementary,0
-122.38709888315924,47.694870737567499,354,1012,12287,School-Elementary,North Beach Elementary School,North Beach,9018 24th Ave NW,98117,-122.38710024,47.69486907,10,SEATTLE,3526039024,352603,9024,School-Elementary,3218
-122.217233495183052,47.571616500223769,355,548,9278,School-High,Mercer Island High School,Mercer Island,9100 SE 42nd St,98040,-122.21723538,47.57161449,10,MERCER ISLAND,1824059005,182405,9005,School-High,3029
-122.335330656906137,47.616874576003781,356,6600661,840697,School-Elementary,Spruce Street School,Spruce Street,914 Virginia St,98101,-122.33533236,47.61687277,20,SEATTLE,0660001365,066000,1365,School-Elementary,0
-122.37760222361463,47.696751968222301,357,1017,831688,School-Junior High/Middle,Whitman Middle School,Whitman,9201 15th Ave NW,98117,-122.37760357,47.69675028,10,SEATTLE,3526039131,352603,9131,School-Junior High/Middle,3277
-122.217491015773874,47.318363264578409,358,47,715263,School-Elementary,Green River Montessori School,Green River Montessori,922 12th St NE,98002,-122.21749424,47.31836125,20,AUBURN,3339900900,333990,0900,School-Elementary,0
-122.452254750893289,47.427602124965432,359,6600619,21169,School-Elementary,Chautauqua Elementary School,Chatauqua,9309 SW Cemetery Rd,98070,-122.45225737,47.42760047,10,VASHON ISLAND,0522039067,052203,9067,School-Elementary,4468
-122.370513987414071,47.517743496925611,360,1118,501095,School-Elementary,Roxhill Elementary School,Roxhill,9430 30th Ave SW,98126,-122.37051613,47.5177417,10,SEATTLE,3624039057,362403,9057,School-Elementary,3157
-122.307624416137614,47.698438135919474,361,977,258793,School-Elementary,Sacajawea Elementary School,Sacajawea,9501 20th Ave NE,98115,-122.30762576,47.69843631,10,SEATTLE,8024202285,802420,2285,School-Elementary,3028
-122.456868054225936,47.42314332367863,362,780,1060717,School-High,Vashon Island High School,Vashon Island,9600 SW 204th St,98070,-122.4568707,47.42314168,10,VASHON ISLAND,0522039057,052203,9057,School-High,2419
-122.21176292609411,47.631281538803719,363,123,112995,School-Elementary,Clyde Hill Elementary School,Clyde Hill,9601 NE 24th St,98004,-122.21176454,47.63127952,10,BELLEVUE,8086000305,808600,0305,School-Elementary,2847
-122.209533726463135,47.717969705818881,364,508,8623,School-Elementary,Juanita Elementary School,Juanita,9635 NE 132nd St,98034,-122.20953495,47.7179677,10,LAKE WASHINGTON,3026059039,302605,9039,School-Elementary,2796
-122.258635224928412,47.514820805356806,365,1025,512278,School-Elementary,Emerson Elementary School,Emerson,9709 60th Ave S,98118,-122.25863738,47.51481887,10,SEATTLE,7129302300,712930,2300,School-Elementary,2118
-122.208249489910642,47.386036722387772,366,373,801991,School-Elementary,East Hill Elementary School,East Hill,9825 S 240th St,98031,-122.20825234,47.38603468,10,KENT,1922059001,192205,9001,School-Elementary,2851
-122.108506696178495,47.727438351152344,367,642,21190,School-Elementary,Sunrise Elementary School-Northshore,Sunrise,14075 172nd Ave NE,98052,-122.10850779,47.7274362,10,NORTHSHORE,8121201010,812120,1010,School-Elementary,4187
-122.12081988498376,47.630588879661438,368,227,68,School-Elementary,Sherwood Forest Elementary School-Bellevue,Sherwood Forest,16411 NE 24th St,98008,-122.12082144,47.63058669,10,BELLEVUE,2525059092,252505,9092,School-Elementary,3339
-122.321355881867092,47.616898058241716,369,1077,836506,School-College or University,Seattle Central College,Seattle Central,1701 Broadway,98122,-122.32135758,47.61689623,10,SEATTLE,6003001130,600300,1130,School-College or University,0
-122.32272705827765,47.442785853876458,370,6600247,600823,School-Other Facility,Transportation-Highline,Transportation,17910 8th Ave S,98148,-122.3227296,47.44278401,10,HIGHLINE,3223049003,322304,9003,School-Other Facility,0
-122.080326942152098,47.759004115376101,371,789,21193,School-Elementary,Bear Creek Elementary School,Bear Creek,18101 Avondale Rd NE,98077,-122.08032784,47.75900197,10,NORTHSHORE,0726069060,072606,9060,School-Elementary,4305
-122.280727094330317,47.435139318171046,372,1319,12231,School-Junior High/Middle,Chinook Middle School-Highline,Chinook,18650 42nd Ave S,98188,-122.28072968,47.43513742,10,HIGHLINE,3423049044,342304,9044,School-Junior High/Middle,3098
-122.190406071613253,47.612119326465624,373,10000023,103991,School-College or University,Seattle University Eastside Center,Seattle U Eastside ,200 112th Ave NE,98004,-122.19040776,47.61211727,20,BELLEVUE,2543200070,254320,0070,School-College or University,0
-122.164537166772746,47.402650908237462,374,579,8590,School-Elementary,Sunrise Elementary School-Kent,Sunrise,22300 132nd Ave SE,98042,-122.16453991,47.40264876,10,KENT,1022059180,102205,9180,School-Elementary,4420
-122.025872458366536,47.607374486572567,375,175,532317,School-High,Eastside Catholic High School,Eastside Catholic,232 228th Ave SE,98074,-122.02587406,47.60737209,20,LAKE WASHINGTON,3425069091,342506,9091,School-High,0
-122.010647759259726,47.559491005361544,376,6600633,77692,School-Junior High/Middle,Pacific Cascade Middle School,Pacific Cascade,24635 SE Issaquah Fall City Rd,98029,-122.01064959,47.55948853,10,ISSAQUAH,1424069019,142406,9019,School-Junior High/Middle,5200
-122.000248054745768,47.372815594688142,377,6600599,667199,School-Junior High/Middle,Summit Trail Middle School,Summit Trail,25600 SE Summit Landsburg Rd,98051,-122.00025093,47.37281307,10,TAHOMA,2622069047,262206,9047,School-Junior High/Middle,4556
-122.021404617835231,47.371896512994539,378,6600596,663049,School-Elementary,Rock Creek Elementary School,Rock Creek,25700 Maple Valley Black Diamond Rd SE,98038,-122.0214075,47.37189404,10,TAHOMA,2722069056,272206,9056,School-Elementary,4415
-122.022192933034987,47.371065700488828,379,6600045,860805,School-Other Facility,Administration Center-Tahoma,Admin,25720 Maple Valley Black Diamond Rd SE,98038,-122.02219583,47.37106322,10,TAHOMA,2722069056,272206,9056,School-Other Facility,0
-121.988263631077771,47.570419120877901,380,6600350,2413,School-Elementary,Endeavor Elementary School,Endeavor,26205 SE Issaquah Fall City Rd,98029,-121.98826539,47.57041663,10,ISSAQUAH,1324069062,132406,9062,School-Elementary,4493
-122.358617627121845,47.64627682884592,381,6600130,832291,School-Alternative,Cascade Parent Partnership Program,Cascade PPP,2919 1st Ave W,98119,-122.3586192,47.64627508,10,SEATTLE,2425039001,242503,9001,School-Alternative,0
-122.293644520244271,47.575889546707927,382,1173,925881,School-High,Franklin High School,Franklin,3013 S Mount Baker Blvd,98144,-122.2936464,47.57588767,10,SEATTLE,5700000430,570000,0430,School-High,2182
-122.294446768788333,47.271094966599414,383,94,26,School-Elementary,Rainier View Elementary School-Federal Way,Rainier View,3015 S 368th St,98003,-122.29445026,47.27109312,10,FEDERAL WAY,3321049048,332104,9048,School-Elementary,4422
-122.311150791774011,47.320269009008634,384,6600493,862856,School-Other Facility,Administrative Building-Federal Way,Admin,31405 18th Ave S,98003,-122.31115401,47.32026718,10,FEDERAL WAY,0921049233,092104,9233,School-Other Facility,0
-122.028798863765488,47.580336838739406,385,366,12225,School-Elementary,Sunny Hills Elementary School,Sunny Hills,3200 Issaquah Pine Lake Rd SE,98075,-122.0288006,47.58033443,10,ISSAQUAH,1024069041,102406,9041,School-Elementary,3386
-121.904807326973028,47.569528048132753,386,6600301,2355,School-Junior High/Middle,Chief Kanim Middle School,Chief Kanim,32627 SE Redmond Fall City Rd  ,98024,-121.90480897,47.56952548,10,SNOQUALMIE VALLEY,1524079112,152407,9112,School-Junior High/Middle,4397
-122.399135418245621,47.648238029733939,387,1379,757610,School-Elementary,Our Lady of Fatima Parish School,Our Lady of Fatima,3301 W Dravus St,98199,-122.39913698,47.64823635,20,SEATTLE,6822100520,682210,0520,School-Elementary,0
-122.349848676287223,47.292007940469141,388,328,2391,School-Elementary,Sherwood Forest Elementary School-Federal Way,Sherwood Forest,34600 12th Ave SW,98023,-122.34985205,47.2920062,10,FEDERAL WAY,4159200004,415920,0004,School-Elementary,4374
-122.338025077723131,47.657456403779129,389,847,315735,School-Junior High/Middle,Alexander Hamilton International Middle School,Alexander Hamilton Intl,1610 N 41st St,98103,-122.3380266,47.65745462,10,SEATTLE,4083301505,408330,1505,School-Junior High/Middle,0
-122.117752191975711,47.480072782274014,390,750,12170,School-High,Liberty High School,Liberty,16655 SE 136th St,98059,-122.11775447,47.48007052,10,ISSAQUAH,1323059038,132305,9038,School-High,3962
-122.336052087952623,47.755018226347246,391,6600102,16164,School-Elementary,Meridian Park Elementary School,Meridian Park,17077 Meridian Ave N,98133,-122.33605318,47.7550165,10,SHORELINE,3073500050,307350,0050,School-Elementary,3958
-122.289743845428603,47.754606898980377,392,1220,8646,School-Elementary,Brookside Elementary School,Brookside ,17447 37th Ave NE,98155,-122.28974494,47.75460506,10,SHORELINE,1154100565,115410,0565,School-Elementary,3230
-122.358658714062315,47.539609231808377,393,890,479979,School-Elementary,Captain Stephen E. Sanislo Elementary School,Sanislo,1812 SW Myrtle St,98106,-122.35866076,47.53960743,10,SEATTLE,3438502560,343850,2560,School-Elementary,3665
-122.287530090314675,47.725814345084274,394,6600697,254353,School-Alternative,Cedar Park Elementary School,Cedar Park,13224 37th Ave NE,98125,-122.28753131,47.72581248,10,SEATTLE,1454100350,145410,0350,School-Alternative,
-122.149016406257189,47.60115309329499,395,200,85,School-Elementary,Lake Hills Elementary School,Lake Hills,14310 SE 12th St,98007,-122.14901812,47.60115095,10,BELLEVUE,0324059022,032405,9022,School-Elementary,3225
-122.11491915293918,47.471435010830497,396,755,600543,School-Junior High/Middle,Maywood Middle School,Maywood,14490 168th Ave SE,98059,-122.11492148,47.47143274,10,ISSAQUAH,2423059005,242305,9005,School-Junior High/Middle,3636
-122.166162529765415,47.454804642300083,397,726,12171,School-High,Lindbergh High School,Lindbergh,16426 128th Ave SE,98058,-122.16616497,47.4548025,10,RENTON,2823059042,282305,9042,School-High,3741
-122.323515576653222,47.443365026986655,398,6600246,755534,School-Other Facility,Highline School Facility Services,Facility Services,17810 8th Ave S,98148,-122.32351811,47.44336318,10,HIGHLINE,3223049003,322304,9003,School-Other Facility,0
-122.19066442183275,47.758995376662682,399,2141,180835,School-College or University,University of Washington-Bothell,UW Bothell,18115 Campus Way NE,98011,-122.19066544,47.75899339,10,NORTHSHORE,0526059057,052605,9057,School-College or University,0
-122.310853570653123,47.404418904498677,400,1369,384842,School-Elementary,St. Philomena Catholic School,St. Philomena,1815 S 220th St,98198,-122.31085632,47.40441705,20,HIGHLINE,0576000260,057600,0260,School-Elementary,0
-122.287817654732876,47.76306025776698,401,1230,537576,School-Elementary,Lake Forest Park Elementary School,Lake Forest Park,18500 37th Ave NE,98155,-122.28781872,47.76305846,10,SHORELINE,0326049018,032604,9018,School-Elementary,2185
-122.041786879528743,47.719514391300372,402,806,164591,School-Elementary,Laura Ingalls Wilder Elementary School,Laura Ingalls Wilder,22130 NE 133rd St,98077,-122.04178795,47.71951213,10,LAKE WASHINGTON,2126069015,212606,9015,School-Elementary,4336
-122.320346917786523,47.639317199122367,403,826,429525,School-Elementary,Bertschi School,Bertschi,2227 10th Ave E,98102,-122.32034852,47.63931538,20,SEATTLE,2207500320,220750,0320,School-Elementary,0
-122.00651263039498,47.191203762156327,404,297,893822,School-High,Enumclaw High School,Enumclaw High,226 Semanski St S,98022,-122.00651466,47.19120223,10,ENUMCLAW,2620069016,262006,9016,School-High,3330
-122.3175069997218,47.641024132658487,405,834,759081,School-High,Seattle Preparatory School,Seattle Prep ,2400 11th Ave E,98102,-122.31750859,47.64102231,20,SEATTLE,2025049007,202504,9007,School-High,0
-122.003973747321496,47.577392650691074,406,341,875876,School-Elementary,Challenger Elementary School,Challenger,25200 SE Klahanie blvd,98029,-122.00397549,47.57739018,10,ISSAQUAH,1124069091,112406,9091,School-Elementary,4300
-122.211375033309565,47.368148846070198,407,397,668321,School-Elementary,Scenic Hill Elementary School,Scenic Hill,26025 Woodland Way S,98030,-122.21137798,47.36814681,10,KENT,3022059030,302205,9030,School-Elementary,3389
-122.040181249946343,47.323510636427741,408,6600467,806270,School-Elementary,Sawyer Woods Elementary School,Sawyer Woods,31135 228th Ave SE,98010,-122.04018443,47.32350821,10,KENT,0921069018,092106,9018,School-Elementary,4466
-122.011852598766751,47.187380956766255,409,310,208,School-Elementary,Southwood Elementary School,Southwood,3240 McDougall Ave,98022,-122.01185457,47.18737949,10,ENUMCLAW,2620069019,262006,9019,School-Elementary,3739
-121.90141713410631,47.518006710916403,410,6600549,2356,School-Other Facility,Echo Glen Childrens Center,Echo Glen,33010 SE 99th St,98065,-121.90141899,47.51800409,10,ISSAQUAH,3424079001,342407,9001,School-Other Facility,3569
-122.362653222907397,47.649628912444228,411,1056,757267,School-College or University,Seattle Pacific University,Seattle Pacific U,3307 3rd Ave W,98119,-122.36265478,47.64962717,20,SEATTLE,8900000555,890000,0555,School-College or University,0
-121.88150180509389,47.525112389842185,412,6600712,1141646,School-Elementary,Timber Ridge Elementary School,Timber Ridge,34412 SE Swenson Dr,98065,-121.8815036,47.52510975,10,SNOQUALMIE VALLEY,3524079024,352407,9024,School-Elementary,
-122.329036296625759,47.273933006242252,413,101,2397,School-Elementary,Montessori Academy at Spring Valley,Spring Valley Montessori,36605 Pacific Hwy S,98003,-122.32903977,47.27393123,20,FEDERAL WAY,2921049074,292104,9074,School-Elementary,0
-122.349881616183239,47.622870338662374,414,6600224,441135,School-Other Facility,Stadium/Athletic Office,Stadium/Athletic Office,401 5th Ave N,98109,-122.34988329,47.62286856,10,SEATTLE,1988200640,198820,0640,School-Other Facility,0
-122.223116108416065,47.571599590299151,415,6600343,189376,School-Alternative,Crest Learning Center,Crest Learning Center,4150 86th Ave SE,98040,-122.223118,47.57159759,10,MERCER ISLAND,1824059005,182405,9005,School-Alternative,0
-122.101632209679906,47.568794314114811,416,231,2409,School-Elementary,Sunset Elementary School,Sunset,4229 W Lake Sammamish Pkwy SE,98008,-122.10163404,47.56879205,10,ISSAQUAH,1324059064,132405,9064,School-Elementary,3228
-122.277396009507555,47.435535497767056,417,1339,397165,School-Alternative,Academy of Citizenship & Empowerment (ACE),ACE,4424 S 188th St,98188,-122.27739859,47.43553359,10,HIGHLINE,3423049044,342304,9044,School-Alternative,0
-122.180347255072547,47.555805404642712,418,181,12178,School-Elementary,Newport Heights Elementary School,Newport Heights,5225 119th Ave SE,98006,-122.18034919,47.55580331,10,BELLEVUE,6071201005,607120,1005,School-Elementary,3437
-122.195506459197233,47.657042857459381,419,470,539270,School-Elementary,Kirkland Seventh-day Adventist School K-8,Kirkland Seventh-day Adventist,5320 108th Ave NE,98033,-122.19550794,47.65704082,20,LAKE WASHINGTON,1725059198,172505,9198,School-Elementary,0
-122.364217730897352,47.66017841043125,420,6600665,1012520,School-Elementary,Pacific Crest School,Pacific Crest,600 NW Bright St,98107,-122.36421924,47.66017668,20,SEATTLE,4413100071,441310,0071,School-Elementary,0
-122.256303625744479,47.39159358520601,421,429,615051,School-Elementary,Neely-O Brien Elementary School,Neely-O Brien,6300 S 236th St,98032,-122.25630645,47.39159165,10,KENT,1422049030,142204,9030,School-Elementary,4356
-122.05992501024518,47.669997951673253,422,649,12139,School-Elementary,Emily Dickinson Elementary School,Emily Dickinson,7040 208th Ave NE,98053,-122.05992634,47.66999568,10,LAKE WASHINGTON,0825069008,082506,9008,School-Elementary,4018
-122.317111169529852,47.610656176896775,423,1079,448115,School-College or University,Seattle University,Seattle U,901 12th Ave,98122,-122.3171129,47.61065434,20,SEATTLE,2254500555,225450,0555,School-College or University,0
-122.215428911981661,47.277997388923325,424,45,788781,School-Elementary,Gildo Rey Elementary School,Gildo Rey,1005 37th St SE,98002,-122.21543237,47.27799537,10,AUBURN,3021059195,302105,9195,School-Elementary,3669
-122.191937617002807,47.701397505400529,425,449,32812,School-Elementary,Alexander Graham Bell Elementary School,Alexander Graham Bell,11212  NE 112th St,98033,-122.1919389,47.70139547,10,LAKE WASHINGTON,3226059008,322605,9008,School-Elementary,0
-122.183134231101405,47.409823132060701,426,6600545,627566,School-Elementary,Emerald Park Elementary School,Emerald Park,11800 SE 216th St,98031,-122.18313694,47.40982103,10,KENT,0922059182,092205,9182,School-Elementary,4545
-122.183628345084202,47.329092908929645,427,49,19,School-Elementary,Hazelwood Elementary School-Auburn,Hazelwood,11815 SE 304th St,98092,-122.18363151,47.32909081,10,AUBURN,0921059123,092105,9123,School-Elementary,4347
-122.18086257942069,47.673427204178623,428,6600030,8631,School-Alternative,Northstar Middle School,Northstar,12033 NE 80th St,98033,-122.18086398,47.67342514,10,LAKE WASHINGTON,0925059012,092505,9012,School-Alternative,4167
-122.179811043803255,47.743152428131424,429,260,109,School-Junior High/Middle,Northshore Jr High School,Northshore,12101 NE 160th St,98011,-122.17981212,47.74315039,10,NORTHSHORE,1626059131,162605,9131,School-Junior High/Middle,4021
-122.3170607892433,47.327614218706628,430,6600285,2366,School-Other Facility,Federal Way Memorial Field,Federal Way Memorial Field,1300 S 308th St,98003,-122.31706397,47.3276124,10,FEDERAL WAY,0821049001,082104,9001,School-Other Facility,0
-122.315607547085079,47.60114458720922,431,1175,442502,School-Elementary,Bailey Gatzert Elementary School,Bailey Gatzert,1301 E Yesler Way,98122,-122.31560932,47.60114275,10,SEATTLE,3319500005,331950,0005,School-Elementary,2307
-122.132854382442716,47.608497899188663,432,208,118747,School-Elementary,St. Louise School,St. Louise,133 156th Ave SE,98007,-122.13285605,47.60849572,20,BELLEVUE,3525059044,352505,9044,School-Elementary,0
-122.145325020607956,47.634671428013753,433,2077,115528,School-College or University,Bellevue College-North Campus,Bellevue College-North Campus,14673 NE 29th Pl,98007,-122.14532657,47.63466929,10,BELLEVUE,4306700020,430670,0020,School-College or University,0
-122.141142857313696,47.592085973278351,434,6600414,90,School-Junior High/Middle,Robinswood Middle School,Robinswood,14844 SE 22nd St,98007,-122.14114461,47.5920838,10,BELLEVUE,0224059054,022405,9054,School-Junior High/Middle,0
-122.140783493363628,47.625867390475165,435,196,69,School-Junior High/Middle,Highland Middle School,Highland,15027 Bel Red Rd,98007,-122.14078508,47.62586524,10,BELLEVUE,2625059039,262505,9039,School-Junior High/Middle,3166
-122.307927399804271,47.634422501724679,436,947,422778,School-Elementary,Seattle Hebrew Academy,Seattle Hebrew,1617 Interlaken Dr E,98112,-122.30792902,47.63442066,20,SEATTLE,2125049015,212504,9015,School-Elementary,0
-122.00474837751554,47.546805276237372,437,6600675,905987,School-Elementary,Grand Ridge Elementary School,Grand Ridge,1739 NE Park Dr,98029,-122.00475027,47.54680278,10,ISSAQUAH,3629780160,362978,0160,School-Elementary,5056
-122.22447059682176,47.770326421486878,438,265,111,School-Elementary,Westhill Elementary School,Westhill,19515 88th Ave NE,98011,-122.2244716,47.77032453,10,NORTHSHORE,0626059012,062605,9012,School-Elementary,3287
-122.341310409449122,47.425125775584249,439,1252,614898,School-Elementary,Marvista Elementary School,Marvista,19800 Marine View Dr SW,98166,-122.34131305,47.42512396,10,HIGHLINE,6113400095,611340,0095,School-Elementary,3097
-122.229701578555151,47.350296519775007,440,380,672022,School-Elementary,Kent View Christian Elementary School,Kent View Christian,20 49th St NE,98002,-122.22970463,47.35029453,20,AUBURN,9360000135,936000,0135,School-Elementary,0
-122.315104496392706,47.585469648999187,441,1168,473848,School-Elementary,Beacon Hill International Elementary School,Beacon Hill,2025 14th Ave S,98144,-122.31510634,47.5854678,10,SEATTLE,1498300850,149830,0850,School-Elementary,2070
-122.304011579274629,47.398385039973071,442,1365,382195,School-Junior High/Middle,Pacific Middle School,Pacific,22705 24th Ave S,98198,-122.30401437,47.39838318,10,HIGHLINE,1622049239,162204,9239,School-Junior High/Middle,3333
-122.210990792269044,47.45847525638942,443,689,608756,School-Elementary,Talbot Hill Elementary School,Talbot Hill,2300 Talbot Rd S,98055,-122.21099323,47.45847322,10,RENTON,3023059073,302305,9073,School-Elementary,3740
-122.214267777292307,47.288356789944345,444,62,51,School-Elementary,Pioneer Elementary School,Pioneer,2301 M St SE,98002,-122.21427117,47.28835477,10,AUBURN,1921059054,192105,9054,School-Elementary,3227
-122.033725010798634,47.407327978988363,445,6600044,620395,School-Other Facility,Maintenance,Maint,23015 SE 216th Way,98038,-122.03372769,47.40732552,10,TAHOMA,1022069035,102206,9035,School-Other Facility,0
-122.004983518802717,47.309839808243453,446,239,638133,School-Elementary,Black Diamond Elementary School,Black Diamond,25314 Baker St,98010,-122.00498677,47.30983731,10,ENUMCLAW,0844000325,084400,0325,School-Elementary,3430
-122.40039660376371,47.642778867005539,447,1371,758840,School-Elementary,Catharine Blaine K-8 School,Catharine Blaine,2550 34th Ave W,98199,-122.40039819,47.64277719,10,SEATTLE,2225039016,222503,9016,School-Elementary,2838
-122.184975430911919,47.35204297319752,448,393,8610,School-Elementary,Pine Tree Elementary School,Pine Tree,27825 118th Ave SE,98030,-122.18497846,47.35204088,10,KENT,3322059125,332205,9125,School-Elementary,3593
-122.281789645453728,47.351226994364445,449,16,28,School-Elementary,Valhalla Elementary School,Valhalla,27847 42nd Ave S,98001,-122.28179269,47.35122511,10,FEDERAL WAY,7967600210,796760,0210,School-Elementary,3582
-121.949102353937519,47.734902551883174,450,6600626,125984,School-Alternative,Eagle Rock Multi-Age Program,Eagle Rock,29300 NE 150th St,98019,-121.94910329,47.7349002,10,RIVERVIEW,1826079013,182607,9013,School-Alternative,3006
-122.227472866187512,47.263972708167778,451,51,12131,School-Elementary,Ilalko Elementary School,Ilalko,301 Oravetz Pl SE,98092,-122.2274764,47.26397071,10,AUBURN,3121059007,312105,9007,School-Elementary,4417
-122.274837832545344,47.524961787753284,452,1024,515735,School-Elementary,Dunlap Elementary School,Dunlap,4525 S Cloverdale St,98118,-122.27483994,47.52495988,10,SEATTLE,2123700235,212370,0235,School-Elementary,2321
-122.316409250996145,47.555869198837051,453,919,477595,School-Elementary,St George Parish School,St. George,5117 13th Ave S,98108,-122.31641122,47.55586735,20,SEATTLE,5141000220,514100,0220,School-Elementary,0
-122.289104461180344,47.680510606032215,454,959,749449,School-Elementary,Concordia Lutheran School,Concordia Lutheran,7040 36th Ave NE,98115,-122.28910588,47.68050874,20,SEATTLE,7974200450,797420,0450,School-Elementary,0
-122.332619070786976,47.699389872741556,455,1147,251998,School-College or University,North Seattle College,North Seattle College,9600 College Way N,98103,-122.33262041,47.69938809,10,SEATTLE,3226049021,322604,9021,School-College or University,0
-122.346443309762776,47.502289110592649,456,1193,744863,School-Junior High/Middle,Cascade Middle School-Highline,Cascade,11212 10th Ave SW,98146,-122.34644552,47.50228728,10,HIGHLINE,0723049367,072304,9367,School-Junior High/Middle,3163
-122.263171694028685,47.498863134331344,457,1310,501718,School-Elementary,Rainier View Elementary School-Seattle,Rainier View,11650 Beacon Ave S,98178,-122.26317392,47.49886121,10,SEATTLE,3352401300,335240,1300,School-Elementary,3380
-122.314619799702243,47.749044008295051,458,6600104,16165,School-Other Facility,Transportation-Shoreline,Transportation,1216 NE 165th St,98155,-122.31462091,47.74904221,10,SHORELINE,0826049046,082604,9046,School-Other Facility,0
-122.101860630590551,47.569855609677056,459,6600716,235569,School-Alternative,French Immersion School of Washington,FISW,4211 W Lake Sammamish Pkwy SE,98008,-122.10186246,47.56985335,20,ISSAQUAH,1324059109,132405,9109,School-Alternative,
-122.375613353467898,47.671429659506813,460,902,751094,School-Elementary,St. Alphonsus School,St. Alphonsus,5816 15th Ave NW,98107,-122.37561481,47.67142795,20,SEATTLE,2767900390,276790,0390,School-Elementary,0
-122.189391491199714,47.746646421435571,461,247,174576,School-K-12,Cedar Park Christian School,Cedar Park Christian,16300 112th Ave NE,98011,-122.18939256,47.74664439,20,NORTHSHORE,1726059028,172605,9028,School-K-12,0
-122.287113508854105,47.558180901940894,462,6600131,478363,School-Alternative,Interagency Academy,Interagency Academy,3528 S Ferdinand St,98118,-122.28711547,47.55817901,10,SEATTLE,1703400755,170340,0755,School-Alternative,0
-122.286779700528982,47.618107148174822,463,1063,924116,School-Elementary,Epiphany School,Epiphany,3611 E Denny Way,98122,-122.2867814,47.61810527,20,SEATTLE,9103000660,910300,0660,School-Elementary,0
-122.339894431230377,47.659921436730741,464,6600701,746393,School-Alternative,Cascadia Elementary School,Cascadia,4400 Interlake Ave N,98103,-122.33989594,47.65991966,10,SEATTLE,7821200700,782120,0700,School-Alternative,
-122.396888024345245,47.565492904995331,465,991,466141,School-Elementary,Genesee Hill Elementary School,Genesee Hill,5012 SW Genesee St,98116,-122.39688995,47.56549117,10,SEATTLE,2095200005,209520,0005,School-Elementary,3429
-122.321261032524191,47.698208838841744,466,970,252771,School-Elementary,Olympic View Elementary School-Seattle,Olympic View,504 NE 95th St,98115,-122.32126237,47.69820704,10,SEATTLE,5100404840,510040,4840,School-Elementary,2256
-122.27595439599861,47.554780616188744,467,6600394,491289,School-Alternative,Orca K-8 School,Orca,5215 46th Ave S,98118,-122.27595637,47.55477871,10,SEATTLE,1704900242,170490,0242,School-Alternative,0
-122.04240169343467,47.5368666390398,468,6600362,2416,School-Other Facility,Administrative Building-Issaquah,Admin,565 NW Holly St,98027,-122.04240365,47.53686422,10,ISSAQUAH,2824069012,282406,9012,School-Other Facility,0
-122.27690972255678,47.54174510601252,469,6600225,833906,School-Elementary,Martin Luther King Jr. Elementary School,MLK Jr.,6725 45th Ave S,98118,-122.27691176,47.5417432,10,SEATTLE,3812400550,381240,0550,School-Elementary,0
-122.239960730156952,47.499813857743447,470,1308,12267,School-Elementary,Lakeridge Elementary School-Renton,Lakeridge,7400 S 115th St,98178,-122.23996295,47.49981189,10,RENTON,1223049096,122304,9096,School-Elementary,2929
-122.01475094587029,47.185532869091283,471,6600147,340,School-Elementary,Sunrise Elementary School-Enumclaw,Sunrise,899 Osceola St S,98022,-122.0147529,47.18553143,10,ENUMCLAW,2620069019,262006,9019,School-Elementary,4289
-122.301891418731316,47.520693207438917,472,2361,734353,School-High,Raisbeck Aviation High School,Raisbeck Aviation,9229 E Marginal Way S,98108,-122.30189355,47.52069133,10,SEATTLE,5729800010,572980,0010,School-High,0
-122.169228417078941,47.686876124351656,473,478,30825,School-Elementary,Mark Twain Elementary School-Lake Washington,Mark Twain,9525 130th Ave NE,98033,-122.16922975,47.68687405,10,LAKE WASHINGTON,3888100027,388810,0027,School-Elementary,0
